Year,Mth,Month,Facility Reference Number,Licence Holder,Zone,FH_Zone,Site_Name,Latitude,Longitude,Sample Type,Date,Leps_mot,Leps_AF,Chalimus,Cali_mot,Counts_Pens,Prop_AF,Year Class
2014,1,January,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Follow-up,15-Jan-14,5.32,3.05,0,0,3,0.573,2
2019,4,April,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,09-Apr-19,0.75,0.43,0,0.03,2,0.573,2
2020,9,September,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,-125.33778,50.30241,Routine monitoring,27-Sep-20,0.75,0.43,0,0,2,0.573,2
2016,9,September,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,05-Sep-16,0.75,0.43,0,0,3,0.573,1
2021,10,October,869,Cermaq Canada,Broughton Archipelago,3.3,Maude Island,50.85271,-126.75743,Routine monitoring,31-Oct-21,0.75,0.43,0,0,3,0.573,2
2015,5,May,526,Cermaq Canada,Clayoquot Sound,2.3,Rant Point,49.2567,-125.84153,Follow-up,16-May-15,0.75,0.43,0,0,3,0.573,2
2011,3,March,1705,Grieg Seafood BC,Nootka Sound,2.4,Williamson,49.65623,-126.42849,Routine monitoring,21-Mar-11,0.75,0.43,0,0,3,0.573,2
2019,11,November,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,22-Nov-19,1.43,0.82,0.05,0,3,0.573,2
2019,9,September,1738,Grieg Seafood BC,Nootka Sound,2.4,Atrevida,49.65603,-126.45404,Threshold exceedance,12-Sep-19,6.73,3.86,0.05,0,3,0.574,1
2017,12,December,1789,Grieg Seafood BC,Nootka Sound,2.4,Concepcion,49.65923,-126.47587,Routine monitoring,12-Dec-17,2.65,1.52,0.03,0,3,0.574,2
2020,10,October,540,Cermaq Canada,Clayoquot Sound,2.3,Fortune Channel,-125.75174,49.23503,Pre-treatment,01-Oct-20,2.58,1.48,0.13,0.04,8,0.574,1
2015,6,June,543,Cermaq Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Follow-up,17-Jun-15,5.7,3.27,0,0.02,3,0.574,1
2014,12,December,1293,MOWI Canada West,Port Hardy,3.4,Duncan Island,50.8195,-127.55568,Follow-up,03-Dec-14,10.72,6.15,0,0.28,3,0.574,1
2021,3,March,1336,Cermaq Canada,Broughton Archipelago,3.3,Simmonds Point,-126.90153,50.87791,Routine monitoring,28-Mar-21,1.22,0.7,0,0.1,3,0.574,1
2020,10,October,1293,MOWI Canada West,Port Hardy,3.4,Duncan Island,-127.55568,50.8195,Routine monitoring,21-Oct-20,1.22,0.7,0.22,0.02,3,0.574,1
2019,12,December,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,05-Dec-19,1.83,1.05,0.02,0,3,0.574,2
2020,3,March,527,Cermaq Canada,Clayoquot Sound,2.3,Saranac Island,-125.90671,49.24803,Pre-treatment,27-Mar-20,0.61,0.35,0.18,0.08,12,0.574,2
2020,9,September,1351,MOWI Canada West,Port Hardy,3.4,Marsh Bay,-127.34239,50.90567,Routine monitoring,10-Sep-20,9.88,5.67,8.55,2.28,3,0.574,2
2018,3,March,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Follow-up,15-Mar-18,17.11,9.82,1.72,0.02,3,0.574,2
2019,3,March,1862,Grieg Seafood BC,Esperanza Inlet,2.4,Hecate,49.86799,-126.7573,Routine monitoring,06-Mar-19,0.54,0.31,0,0,3,0.574,2
2019,5,May,831,MOWI Canada West,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Threshold exceedance,19-May-19,4.32,2.48,0.5,0.35,3,0.574,2
2021,5,May,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,-127.48698,50.81456,Routine monitoring,25-May-21,1.08,0.62,0,0,3,0.574,2
2016,7,July,7053,Marine Harvest Canada,Port Hardy,3.4,Ghi ya,50.90078,-127.93638,Pre-treatment; Follow-up,14-Jul-16,5.8,3.33,2.75,2.92,3,0.574,2
2018,1,January,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,28-Jan-18,2.35,1.35,0.6,0.4,2,0.574,1
2020,6,June,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,-127.83538,50.469,Routine monitoring,24-Jun-20,1.88,1.08,0.33,0.33,2,0.574,2
2018,1,January,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Follow-up,05-Jan-18,2.82,1.62,2.82,1.58,3,0.574,1
2020,9,September,1618,MOWI Canada West,Broughton Archipelago,3.3,Humphrey Rock,-126.25532,50.69682,Routine monitoring,09-Sep-20,0.47,0.27,0,0,3,0.574,2
2011,12,December,543,Mainstream Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Routine monitoring,01-Dec-11,0.47,0.27,0.02,0.02,3,0.574,2
2015,7,July,540,Cermaq Canada,Clayoquot Sound,2.3,Fortune Channel,49.23503,-125.75174,Follow-up,17-Jul-15,0.47,0.27,0.15,0.05,3,0.574,2
2017,7,July,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,07-Jul-17,2.35,1.35,0.88,0.3,3,0.574,2
2020,5,May,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,-125.00882,50.32159,Routine monitoring,03-May-20,0.47,0.27,0.28,0.43,3,0.574,1
2014,4,April,1789,Grieg Seafood BC,Nootka Sound,2.4,Concepcion,49.65923,-126.47587,Routine monitoring,24-Apr-14,0.47,0.27,0.02,0,3,0.574,2
2015,11,November,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Post in-feed treatment,30-Nov-15,0.47,0.27,0,0,3,0.574,1
2017,6,June,1288,Marine Harvest Canada,Port Hardy,3.4,Doyle Island,50.81456,-127.48698,Routine monitoring,07-Jun-17,0.47,0.27,6.37,0.28,3,0.574,2
2018,9,September,221,Grieg Seafood BC,Sunshine Coast,3.1,Vantage,49.67226,-123.86019,Routine monitoring,19-Sep-18,0.47,0.27,0.05,0,3,0.574,2
2021,3,March,869,Cermaq Canada,Broughton Archipelago,3.3,Maude Island,-126.75743,50.85271,Routine monitoring,28-Mar-21,0.87,0.5,0,0.05,3,0.575,2
2018,6,June,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,21-Jun-18,0.87,0.5,0.38,0.4,3,0.575,2
2021,12,December,1351,MOWI Canada West,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Follow-up,13-Dec-21,4.87,2.8,0.03,0,3,0.575,1
2017,11,November,1338,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Follow-up,21-Nov-17,2,1.15,0.18,0,2,0.575,2
2021,12,December,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,18-Dec-21,0.4,0.23,0.5,0,2,0.575,1
2021,7,July,1335,Cermaq Canada,Broughton Archipelago,3.3,Wehlis Bay,-126.92374,50.8641,Routine monitoring,25-Jul-21,2.4,1.38,0.22,0.25,3,0.575,2
2016,4,April,884,Marine Harvest Canada,Central Coast,3.5,Lochalsh Bay,52.53399,-128.3602,Routine monitoring,08-Apr-16,0.4,0.23,0.82,1.23,3,0.575,1
2011,2,February,540,Mainstream Canada,Clayoquot Sound,2.3,Fortune Channel,49.23503,-125.75174,Pre-treatment,01-Feb-11,0.4,0.23,0,0,3,0.575,2
2021,3,March,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,-126.04849,49.32437,Routine monitoring,28-Mar-21,0.4,0.23,1.02,1.03,3,0.575,1
2012,3,March,137,Grieg Seafood BC,Discovery Passage,3.2,Conville Bay,50.18057,-125.14933,Routine monitoring,12-Mar-12,0.4,0.23,0.08,0,3,0.575,2
2020,4,April,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,-125.00882,50.32159,Routine Monitoring,26-Apr-20,0.4,0.23,1.5,1.77,3,0.575,1
2012,8,August,1789,Grieg Seafood BC,Nootka Sound,2.4,Concepcion,49.65923,-126.47587,Routine monitoring,06-Aug-12,0.4,0.23,0,0,3,0.575,2
2017,12,December,1338,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,29-Dec-17,0.4,0.23,0.02,0,3,0.575,2
2017,11,November,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Follow-up,28-Nov-17,8.92,5.13,5.58,2.87,3,0.575,2
2013,9,September,1700,Grieg Seafood BC,Nootka Sound,2.4,Muchalat South,49.64012,-126.32735,Routine monitoring,02-Sep-13,1.13,0.65,0,0,2,0.575,2
2019,12,December,1350,MOWI Canada West,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,19-Dec-19,1.13,0.65,0.3,0,3,0.575,1
2020,7,July,1350,MOWI Canada West,Port Hardy,3.4,Shelter Bay,-127.45345,50.96555,Routine monitoring,24-Jul-20,0.73,0.42,11.67,0.2,3,0.575,2
2014,7,July,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,01-Jul-14,0.73,0.42,0.05,0,3,0.575,2
2020,1,January,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78758,50.4746,Routine monitoring,23-Jan-20,1.39,0.8,0.43,0.08,4,0.576,2
2021,9,September,1335,Cermaq Canada,Broughton Archipelago,3.3,Wehlis Bay,50.8641,-126.92374,Follow-up,19-Sep-21,3.3,1.9,0.32,0,3,0.576,2
2013,9,September,1895,Marine Harvest Canada,Central Coast,3.5,Sheep Passage,52.79609,-128.31093,Follow-up,17-Sep-13,18.23,10.5,0.08,0,3,0.576,2
2012,1,January,1896,Marine Harvest Canada,Central Coast,3.5,Lime Point,52.78538,-128.33133,Routine monitoring,30-Jan-12,0.92,0.53,0,0,3,0.576,2
2020,11,November,540,Cermaq Canada,Clayoquot Sound,2.3,Fortune Channel,-125.75174,49.23503,Routine monitoring,08-Nov-20,2.03,1.17,0.15,0.77,3,0.576,2
2019,10,October,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,07-Oct-19,5.5,3.17,0.22,0.87,3,0.576,2
2019,11,November,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30905,-126.00742,Threshold exceedance; Pre-treatment,24-Nov-19,8.64,4.98,0.08,0.04,3,0.576,2
2017,2,February,831,Marine Harvest Canada,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Follow-up,02-Feb-17,2.55,1.47,0.73,0.2,3,0.576,2
2021,12,December,527,Cermaq Canada,Clayoquot Sound,2.3,Saranac Island,49.24803,-125.90671,Follow-up,12-Dec-21,13.58,7.83,0.55,0.01,5,0.577,2
2019,9,September,1738,Grieg Seafood BC,Nootka Sound,2.4,Atrevida,49.65603,-126.45404,Routine monitoring,28-Sep-19,9.85,5.68,0.8,0,3,0.577,1
2021,2,February,1895,MOWI Canada West,Central Coast,3.5,Sheep Passage,-128.31093,52.79609,Post mechanical removal or bath treatment; Second Pre-migration,18-Feb-21,2.67,1.54,0.79,0.04,14,0.577,2
2021,3,March,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,-126.47653,50.67099,Routine monitoring,09-Mar-21,0.78,0.45,1.03,0.2,2,0.577,1
2018,12,December,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,23-Dec-18,2.08,1.2,0.72,0.45,3,0.577,1
2020,10,October,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,-126.66298,50.65784,Routine monitoring,14-Oct-20,0.52,0.3,0.02,0,3,0.577,2
2011,6,June,1895,Marine Harvest Canada,Central Coast,3.5,Sheep Passage,52.79609,-128.31093,Routine monitoring,05-Jun-11,0.52,0.3,0.13,0.03,3,0.577,2
2020,9,September,1136,MOWI Canada West,Discovery Passage,3.2,Shaw Point,-125.88981,50.48527,Follow-up,25-Sep-20,10,5.77,0.12,0.02,9,0.577,Brood
2021,3,March,7053,MOWI Canada West,Port Hardy,3.4,Ghi ya,-127.93638,50.90078,Routine monitoring,15-Mar-21,2.98,1.72,0.2,0,3,0.577,2
2020,7,July,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,-125.33778,50.30241,Post in-feed treatment,22-Jul-20,2.98,1.72,0,0.01,8,0.577,2
2021,10,October,543,Cermaq Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Pre-treatment,03-Oct-21,4.52,2.61,0,0.82,11,0.577,1
2017,9,September,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,01-Sep-17,0.71,0.41,0,0.22,3,0.577,1
2019,10,October,1762,Grieg Seafood BC,Nootka Sound,2.4,Gore,49.6466,-126.43167,Routine monitoring,09-Oct-19,9.87,5.7,0.65,0,3,0.578,1
2021,4,April,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,-127.48698,50.81456,Pre-treatment,27-Apr-21,2.58,1.49,0,0.03,8,0.578,2
2018,10,October,1862,Grieg Seafood BC,Esperanza Inlet,2.4,Hecate,49.86799,-126.7573,Pre-treatment,14-Oct-18,24.31,14.04,0,0,3,0.578,2
2013,1,January,733,Marine Harvest Canada,Discovery Passage,3.2,Cyrus Rock,50.25682,-125.2103,Pre-treatment; Follow-up,06-Jan-13,11.08,6.4,1,2.12,3,0.578,2
2020,10,October,790,MOWI Canada West,Discovery Passage,3.2,Chancellor Channel,-125.66284,50.41723,Routine monitoring,01-Oct-20,5.28,3.05,0,0.08,2,0.578,1
2016,5,May,412,Grieg Seafood BC,Sunshine Coast,3.1,Site 9,49.64612,-123.72455,Routine monitoring,20-May-16,1.35,0.78,0,0,3,0.578,1
2014,10,October,821,MOWI Canada West,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,28-Oct-14,2.25,1.3,0.05,0,1,0.578,2
2019,1,January,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,13-Jan-19,0.9,0.52,3.15,3.03,3,0.578,2
2021,11,November,458,Cermaq Canada,Broughton Archipelago,3.3,Cypress Harbour,50.83772,-126.66313,Routine monitoring,24-Nov-21,0.9,0.52,0.1,0.05,3,0.578,Brood
2015,3,March,1896,Marine Harvest Canada,Central Coast,3.5,Lime Point,52.78538,-128.33133,Follow-up,03-Mar-15,6.23,3.6,1.05,0.08,3,0.578,1
2020,6,June,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,-125.33778,50.30241,Routine monitoring,07-Jun-20,1.73,1,0.1,0.15,3,0.578,2
2014,1,January,1895,MOWI Canada West,Central Coast,3.5,Sheep Passage,52.79609,-128.31093,Follow-up,06-Jan-14,14.22,8.22,0,0,3,0.578,2
2016,9,September,1702,Marine Harvest Canada,Central Coast,3.5,Goat Cove,52.78726,-128.4199,Follow-up,07-Sep-16,3.77,2.18,1.87,0.15,3,0.578,2
2021,9,September,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,30-Sep-21,0.83,0.48,0.08,0,2,0.578,2
2019,12,December,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,21-Dec-19,3.32,1.92,0.02,0.03,3,0.578,1
2020,8,August,380,MOWI Canada West,Discovery Passage,3.2,Sonora Point,-125.30517,50.42362,Routine monitoring,24-Aug-20,4.2,2.43,5.83,0,2,0.579,2
2016,10,October,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Post mechanical removal or bath treatment,24-Oct-16,4.51,2.61,2.43,0.27,9,0.579,1
2017,8,August,1300,Marine Harvest Canada,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,16-Aug-17,2.85,1.65,7.88,2.08,2,0.579,2
2016,4,April,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Post in-feed treatment,19-Apr-16,0.38,0.22,0.02,0,3,0.579,2
2018,7,July,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,09-Jul-18,0.38,0.22,0.27,0.92,3,0.579,2
2015,8,August,540,Cermaq Canada,Clayoquot Sound,2.3,Fortune Channel,49.23503,-125.75174,Routine monitoring,16-Aug-15,0.38,0.22,0.02,0.18,3,0.579,2
2015,8,August,6668,Cermaq Canada,Clayoquot Sound,2.3,Plover Point,49.21433,-125.76693,Routine monitoring,16-Aug-15,0.38,0.22,0.02,0.18,3,0.579,1
2016,8,August,6668,Cermaq Canada,Clayoquot Sound,2.3,Plover Point,49.21433,-125.76693,Routine monitoring,05-Aug-16,0.57,0.33,0.39,0.06,3,0.579,2
2018,3,March,6668,Cermaq Canada,Clayoquot Sound,2.3,Plover Point,49.21433,-125.76693,Routine monitoring,04-Mar-18,0.38,0.22,0,0,3,0.579,1
2020,6,June,1291,Cermaq Canada,Clayoquot Sound,2.3,McIntyre Lake,-125.81583,49.30557,Routine monitoring,15-Jun-20,0.95,0.55,0.52,0,3,0.579,1
2016,11,November,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,50.32159,-125.00882,Routine monitoring,14-Nov-16,0.38,0.22,0,0.02,3,0.579,2
2018,6,June,871,Grieg Seafood BC,Discovery Passage,3.2,Barnes Bay,50.32437,-125.26039,Routine monitoring,17-Jun-18,0.38,0.22,0,0.25,3,0.579,2
2015,3,March,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Follow-up,16-Mar-15,5.32,3.08,1.52,1.87,3,0.579,2
2019,5,May,7053,MOWI Canada West,Port Hardy,3.4,Ghi ya,50.90078,-127.93638,Routine monitoring,13-May-19,0.57,0.33,0.22,0.17,3,0.579,1
2018,2,February,1698,Grieg Seafood BC,Sunshine Coast,3.1,Ahlstrom,49.7793,-124.15395,Follow-up,18-Feb-18,0.38,0.22,0.88,0.02,3,0.579,1
2020,4,April,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,-126.00721,49.30798,Post mechanical removal or bath treatment,14-Apr-20,0.57,0.33,0.17,0,6,0.579,2
2021,8,August,1335,Cermaq Canada,Broughton Archipelago,3.3,Wehlis Bay,50.8641,-126.92374,Routine monitoring,22-Aug-21,2.97,1.72,0.18,0.15,3,0.579,2
2021,12,December,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Follow-up,21-Dec-21,9.72,5.63,10.9,2.45,6,0.579,1
2021,6,June,869,Cermaq Canada,Broughton Archipelago,3.3,Maude Island,-126.75743,50.85271,Routine monitoring,27-Jun-21,1.26,0.73,0,0,4,0.579,2
2019,3,March,1136,MOWI Canada West,Discovery Passage,3.2,Shaw Point,50.48527,-125.88981,Post mechanical removal or bath treatment,11-Mar-19,1.26,0.73,0.1,0.23,4,0.579,2
2020,9,September,78,MOWI Canada West,Discovery Passage,3.2,Phillips Arm,-125.35658,50.48825,Threshold exceedance,03-Sep-20,3.45,2,1.7,1.16,10,0.58,2
2016,10,October,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,02-Oct-16,1.38,0.8,0.06,0.27,3,0.58,1
2020,10,October,1472,Cermaq Canada,Clayoquot Sound,2.3,West Side,-125.83065,49.27928,Routine monitoring,25-Oct-20,1.38,0.8,0.03,0.12,3,0.58,2
2019,4,April,458,Cermaq Canada,Broughton Archipelago,3.3,Cypress Harbour,50.83772,-126.66313,Routine monitoring,01-Apr-19,1.5,0.87,0.15,0.34,2,0.58,Brood
2016,9,September,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Routine monitoring,17-Sep-16,0.5,0.29,0.01,0.09,3,0.58,2
2012,7,July,1238,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Routine monitoring,08-Jul-12,1,0.58,0.07,0.15,3,0.58,1
2018,1,January,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,27-Jan-18,2.12,1.23,0.13,0.4,3,0.58,2
2013,1,January,211,Marine Harvest Canada,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Pre-treatment; Follow-up,03-Jan-13,9.53,5.53,1.85,0.47,3,0.58,2
2021,5,May,527,Cermaq Canada,Clayoquot Sound,2.3,Saranac Island,-125.90671,49.24803,Routine monitoring,16-May-21,2.55,1.48,9.92,2.5,3,0.58,1
2011,1,January,1145,Marine Harvest Canada,Broughton Archipelago,3.3,Potts Bay,50.6492,-126.6182,Follow-up,31-Jan-11,1.43,0.83,2.03,0,2,0.58,Brood
2015,3,March,527,Cermaq Canada,Clayoquot Sound,2.3,Saranac Island,49.24803,-125.90671,Threshold exceedance,15-Mar-15,4.53,2.63,1.57,1.78,3,0.581,1
2017,12,December,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,50.30241,-125.33778,Post in-feed treatment,16-Dec-17,0.31,0.18,0,0,3,0.581,1
2012,12,December,1338,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Follow-up,01-Dec-12,3.27,1.9,0.02,0,3,0.581,1
2013,3,March,304,Mainstream Canada,Discovery Passage,3.2,Raza Island,50.32159,-125.00882,Pre-treatment,01-Mar-13,1.17,0.68,0.38,0.45,3,0.581,2
2021,6,June,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,-127.48698,50.81456,Routine monitoring,09-Jun-21,1.6,0.93,0,0,3,0.581,2
2013,6,June,1238,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Routine monitoring,24-Jun-13,1.6,0.93,0.17,0.08,3,0.581,2
2017,3,March,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,11-Mar-17,2.03,1.18,0.1,0.13,2,0.581,2
2020,11,November,306,Cermaq Canada,Discovery Passage,3.2,Venture Point,-125.33778,50.30241,Threshold exceedance,15-Nov-20,3.32,1.93,3.63,0.37,3,0.581,1
2019,7,July,380,MOWI Canada West,Discovery Passage,3.2,Sonora Point,50.42362,-125.30517,Routine monitoring,16-Jul-19,0.43,0.25,0.23,0,2,0.581,2
2017,4,April,831,Marine Harvest Canada,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Follow-up,04-Apr-17,0.43,0.25,0.03,0.03,2,0.581,2
2011,10,October,526,Mainstream Canada,Clayoquot Sound,2.3,Rant Point,49.2567,-125.84153,Routine monitoring,03-Oct-11,0.43,0.25,0.13,0.17,3,0.581,2
2013,12,December,543,Cermaq Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Routine monitoring,17-Dec-13,0.43,0.25,0.05,0.02,3,0.581,2
2020,5,May,1350,MOWI Canada West,Port Hardy,3.4,Shelter Bay,-127.45345,50.96555,Routine monitoring,21-May-20,0.43,0.25,0.03,0,3,0.581,2
2012,1,January,527,Mainstream Canada,Clayoquot Sound,2.3,Saranac Island,49.24803,-125.90671,Routine monitoring,04-Jan-12,0.98,0.57,0.23,0,3,0.582,1
2013,9,September,227,Mainstream Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Routine monitoring,19-Sep-13,0.98,0.57,0.2,0.02,3,0.582,1
2021,10,October,527,Cermaq Canada,Clayoquot Sound,2.3,Saranac Island,49.24803,-125.90671,Threshold exceedance; Pre-treatment,28-Oct-21,10.95,6.37,0.19,0.99,11,0.582,2
2021,12,December,465,MOWI Canada West,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,07-Dec-21,0.55,0.32,0.7,0.03,3,0.582,1
2016,9,September,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Routine monitoring,07-Sep-16,0.55,0.32,2.37,0.08,3,0.582,2
2017,12,December,332,Grieg Seafood BC,Sunshine Coast,3.1,Salten,49.61535,-123.83407,Routine monitoring,28-Dec-17,0.55,0.32,0.08,0.55,3,0.582,1
2018,8,August,526,Cermaq Canada,Clayoquot Sound,2.3,Rant Point,49.2567,-125.84153,Follow-up,19-Aug-18,24.92,14.5,0.79,0.98,3,0.582,2
2020,1,January,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,-126.04849,49.32437,Routine monitoring,03-Jan-20,1.82,1.06,0.04,0.02,3,0.582,2
2021,11,November,234,Cermaq Canada,Clayoquot Sound,2.3,Dixon Bay,49.40478,-126.15072,Threshold exceedance; Pre-treatment,17-Nov-21,3.76,2.19,0.01,0,10,0.582,2
2021,4,April,7053,MOWI Canada West,Port Hardy,3.4,Ghi ya,-127.93638,50.90078,Follow-up,12-Apr-21,4.84,2.82,0.63,0.36,8,0.583,2
2018,10,October,1863,Grieg Seafood BC,Esperanza Inlet,2.4,Esperanza,49.87814,-126.76145,Pre-treatment; Follow-up,13-Oct-18,21.23,12.37,0,0,3,0.583,2
2015,9,September,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Follow-up,02-Sep-15,6.47,3.77,0.18,0.77,3,0.583,1
2018,8,August,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,09-Aug-18,1.63,0.95,2.53,0.63,2,0.583,2
2013,7,July,1238,Marine Harvest Canada,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Routine monitoring,23-Jul-13,1.75,1.02,0.17,0.07,3,0.583,2
2020,1,January,7713,MOWI Canada West,Central Coast,3.5,Cougar,-128.57432,52.71993,Follow-up,08-Jan-20,2.83,1.65,0,0,2,0.583,1
2013,2,February,1895,Marine Harvest Canada,Central Coast,3.5,Sheep Passage,52.79609,-128.31093,Pre-treatment; Follow-up,21-Feb-13,25.77,15.03,2.52,3.37,3,0.583,2
2019,12,December,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,27-Dec-19,3.48,2.03,0,0,2,0.583,1
2020,7,July,1697,Grieg Seafood BC,Sunshine Coast,3.1,Culloden,-124.10162,49.79595,Routine monitoring,12-Jul-20,1.08,0.63,0.13,0.03,2,0.583,2
2020,11,November,1291,Cermaq Canada,Clayoquot Sound,2.3,McIntyre Lake,-125.81583,49.30557,Routine monitoring,01-Nov-20,1.08,0.63,0.02,0.07,3,0.583,2
2011,7,July,819,Mainstream Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,22-Jul-11,0.6,0.35,0,0,2,0.583,Brood
2017,3,March,1895,Marine Harvest Canada,Central Coast,3.5,Sheep Passage,52.79609,-128.31093,Routine monitoring,13-Mar-17,0.48,0.28,0.23,0,2,0.583,2
2017,5,May,1472,Cermaq Canada,Clayoquot Sound,2.3,West Side,49.27928,-125.83065,Routine monitoring,28-May-17,0.24,0.14,0,0,2,0.583,2
2017,2,February,100,Marine Harvest Canada,Discovery Passage,3.2,Lees Bay,50.41063,-125.70029,Routine monitoring,26-Feb-17,0.48,0.28,0.35,0,2,0.583,2
2019,7,July,100,MOWI Canada West,Discovery Passage,3.2,Lees Bay,50.41063,-125.70029,Routine monitoring,07-Jul-19,1.8,1.05,1.23,0.65,2,0.583,2
2018,4,April,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,11-Apr-18,1.2,0.7,0.18,0.25,2,0.583,2
