Year,Mth,Month,Facility Reference Number,Licence Holder,Zone,FH_Zone,Site_Name,Latitude,Longitude,Sample Type,Date,Leps_mot,Leps_AF,Chalimus,Cali_mot,Counts_Pens,Prop_AF,Year Class
2018,8,August,100,Marine Harvest Canada,Discovery Passage,3.2,Lees Bay,50.41063,-125.70029,Routine monitoring,07-Aug-18,0.95,0.05,2.33,0.65,2,0.053,1
2021,4,April,526,Cermaq Canada,Clayoquot Sound,2.3,Rant Point,-125.84153,49.2567,Routine monitoring,12-Apr-21,0.57,0.03,5.75,3.4,3,0.053,1
2017,9,September,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,12-Sep-17,0.57,0.03,0.9,1.3,3,0.053,1
2019,3,March,1288,MOWI Canada West,Port Hardy,3.4,Doyle Island,50.81456,-127.48698,Routine monitoring,15-Mar-19,0.57,0.03,0.15,0,3,0.053,2
2018,4,April,1702,Marine Harvest Canada,Central Coast,3.5,Goat Cove,52.78726,-128.4199,Routine monitoring,27-Apr-18,0.37,0.02,1.15,0.35,3,0.054,2
2017,4,April,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,14-Apr-17,0.37,0.02,0.06,0.4,3,0.054,1
2016,6,June,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,23-Jun-16,0.37,0.02,1.2,0.13,3,0.054,2
2019,7,July,892,MOWI Canada West,Port Hardy,3.4,Bell Island,50.83242,-127.52057,Routine monitoring,13-Jul-19,0.37,0.02,1.02,0.97,3,0.054,1
2021,11,November,520,Cermaq Canada,Clayoquot Sound,2.3,Bedwell,49.26548,-125.81247,Routine monitoring,24-Nov-21,0.53,0.03,0.23,0,2,0.057,1
2014,6,June,892,MOWI Canada West,Port Hardy,3.4,Bell Island,50.83242,-127.52057,Routine monitoring,01-Jun-14,0.35,0.02,0.2,0.07,3,0.057,1
2015,3,March,144,Marine Harvest Canada,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,24-Mar-15,1.72,0.1,25.82,3.47,3,0.058,1
2011,7,July,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Threshold exceedance,24-Jul-11,3.08,0.18,1.3,0.05,3,0.058,1
2016,4,April,1148,Cermaq Canada,Clayoquot Sound,2.3,Binns Island,49.34182,-125.95328,Follow-up,15-Apr-16,0.17,0.01,0,0.01,3,0.059,1
2019,8,August,1198,MOWI Canada West,Port Hardy,3.4,Raynor,50.89253,-127.25359,Routine monitoring,01-Aug-19,0.85,0.05,5.78,1.58,3,0.059,1
2019,5,May,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,29-May-19,0.5,0.03,0.35,0.05,3,0.06,1
2014,8,August,143,MOWI Canada West,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,11-Aug-14,0.83,0.05,0.23,0.18,3,0.06,1
2015,2,February,1145,Marine Harvest Canada,Broughton Archipelago,3.3,Potts Bay,50.6492,-126.6182,Routine monitoring,14-Feb-15,0.33,0.02,10.18,1.15,3,0.061,Brood
2011,6,June,1537,Mainstream Canada,Clayoquot Sound,2.3,Bare Bluff,49.32702,-125.79902,Routine monitoring,03-Jun-11,0.33,0.02,0.03,0.1,3,0.061,1
2011,6,June,314,Mainstream Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,02-Jun-11,0.33,0.02,0.08,0,3,0.061,1
2012,1,January,306,Mainstream Canada,Discovery Passage,3.2,Venture Point,50.30241,-125.33778,Routine monitoring,20-Jan-12,0.33,0.02,0.28,1.75,3,0.061,1
2014,1,January,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,50.32159,-125.00882,Routine monitoring,04-Jan-14,0.33,0.02,0.83,0.02,3,0.061,1
2020,1,January,100,MOWI Canada West,Discovery Passage,3.2,Lees Bay,-125.70029,50.41063,Routine monitoring,19-Jan-20,0.33,0.02,0.05,0.18,3,0.061,1
2019,6,June,892,MOWI Canada West,Port Hardy,3.4,Bell Island,50.83242,-127.52057,Post mechanical removal or bath treatment,17-Jun-19,0.33,0.02,0.72,0.32,3,0.061,1
2021,8,August,221,Grieg Seafood BC,Sunshine Coast,3.1,Vantage,49.67226,-123.86019,Routine monitoring,13-Aug-21,0.33,0.02,0.05,0,3,0.061,1
2021,3,March,1291,Cermaq Canada,Clayoquot Sound,2.3,McIntyre Lake,-125.81583,49.30557,Routine monitoring,09-Mar-21,1.3,0.08,0.03,0,2,0.062,2
2011,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,30-May-11,0.48,0.03,1.6,0.37,3,0.063,2
2018,6,June,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Routine monitoring,26-Jun-18,0.32,0.02,0.87,0,3,0.063,2
2018,11,November,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,12-Nov-18,0.32,0.02,2.12,0.18,3,0.063,1
2021,5,May,1862,Grieg Seafood BC,Esperanza Inlet,2.4,Hecate,-126.7573,49.86799,Routine monitoring,22-May-21,0.32,0.02,0.1,0.32,3,0.063,2
2017,5,May,1507,Cermaq Canada,Clayoquot Sound,2.3,Millar Channel,49.37622,-126.09003,Threshold exceedance,02-May-17,4.53,0.29,0.86,2.38,3,0.064,1
2021,2,February,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,-125.76974,50.41339,First Pre-migration,02-Feb-21,0.62,0.04,8.08,0.39,6,0.065,2
2015,3,March,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,11-Mar-15,1.08,0.07,10.7,0.15,3,0.065,1
2019,8,August,211,MOWI Canada West,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Routine monitoring,06-Aug-19,3.85,0.25,2.4,0,2,0.065,1
2014,5,May,1537,Cermaq Canada,Clayoquot Sound,2.3,Bare Bluff,49.32702,-125.79902,Routine monitoring,18-May-14,0.77,0.05,0,0.42,3,0.065,1
2021,4,April,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,-126.47653,50.67099,Routine monitoring,20-Apr-21,1.5,0.1,2.68,0.43,2,0.067,1
2014,5,May,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,05-May-14,0.45,0.03,0.35,0,3,0.067,1
2018,3,March,143,Marine Harvest Canada,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,05-Mar-18,0.3,0.02,0.68,0.03,3,0.067,1
2019,7,July,143,MOWI Canada West,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,10-Jul-19,0.3,0.02,0.9,1.42,3,0.067,1
2011,3,March,1507,Mainstream Canada,Clayoquot Sound,2.3,Millar Channel,49.37622,-126.09003,Follow-up,05-Mar-11,0.3,0.02,7.03,0.03,3,0.067,2
2011,2,February,1581,Marine Harvest Canada,Discovery Passage,3.2,Hardwicke,50.41339,-125.76974,Routine monitoring,10-Feb-11,0.3,0.02,0.78,0.13,3,0.067,1
2019,1,January,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,29-Jan-19,0.75,0.05,1.7,3.52,3,0.067,1
2020,12,December,1581,MOWI Canada West,Discovery Passage,3.2,Hardwicke,-125.76974,50.41339,Routine monitoring,25-Dec-20,9.48,0.65,12.13,2.1,2,0.069,2
2018,3,March,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,30-Mar-18,0.29,0.02,0.15,0.51,3,0.069,1
2017,4,April,526,Cermaq Canada,Clayoquot Sound,2.3,Rant Point,49.2567,-125.84153,Routine monitoring,15-Apr-17,0.72,0.05,0.25,0.43,3,0.069,1
2019,6,June,143,MOWI Canada West,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,19-Jun-19,0.43,0.03,3.2,0.85,2,0.07,1
2015,7,July,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,31-Jul-15,0.43,0.03,0.08,0,2,0.07,1
2014,3,March,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,50.46914,-127.83577,Follow-up,14-Mar-14,0.43,0.03,0.53,0,3,0.07,1
2021,5,May,1839,Grieg Seafood BC,Broughton Archipelago,3.3,Wa-kwa,-126.34741,50.60106,Routine monitoring,19-May-21,1,0.07,0,0.85,3,0.07,2
2013,9,September,819,Mainstream Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,07-Sep-13,0.28,0.02,0.05,0,3,0.071,Brood
2017,6,June,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,25-Jun-17,0.28,0.02,1.78,3,3,0.071,1
2018,4,April,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,26-Apr-18,0.14,0.01,0.17,0.51,3,0.071,1
2014,4,April,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,01-Apr-14,0.42,0.03,0.17,0.42,3,0.071,2
2015,4,April,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,16-Apr-15,0.28,0.02,0.15,0.13,3,0.071,1
2016,5,May,831,Marine Harvest Canada,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Routine monitoring,10-May-16,0.28,0.02,1.85,0.18,3,0.071,1
2021,12,December,520,Cermaq Canada,Clayoquot Sound,2.3,Bedwell,49.26548,-125.81247,Routine monitoring,05-Dec-21,0.83,0.06,0.14,0.01,4,0.072,1
2015,6,June,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Pre-treatment; Follow-up,05-Jun-15,2.47,0.18,10.63,5.58,3,0.073,1
2014,3,March,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,09-Mar-14,0.68,0.05,0,0,3,0.074,1
2021,8,August,1705,Grieg Seafood BC,Nootka Sound,2.4,Williamson,49.65623,-126.42849,Routine monitoring,12-Aug-21,0.68,0.05,0.32,0.07,3,0.074,1
2015,2,February,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,24-Feb-15,0.27,0.02,0.47,0.02,3,0.074,1
2020,6,June,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,-126.28925,50.65373,Routine monitoring,18-Jun-20,0.27,0.02,0.35,0.1,3,0.074,1
2021,3,March,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,-126.47653,50.67099,Routine monitoring,11-Mar-21,0.27,0.02,0.97,0.4,3,0.074,1
2016,7,July,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Routine monitoring,11-Jul-16,0.27,0.02,0.75,0.33,3,0.074,1
2011,6,June,314,Mainstream Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,16-Jun-11,0.27,0.02,0.13,0.05,3,0.074,1
2021,1,January,234,Cermaq Canada,Clayoquot Sound,2.3,Dixon Bay,-126.15072,49.40478,Routine monitoring,10-Jan-21,0.27,0.02,0.12,0.25,3,0.074,1
2020,4,April,1863,Grieg Seafood BC,Esperanza Inlet,2.4,Esperanza,-126.76145,49.87814,Routine monitoring,11-Apr-20,0.27,0.02,0.02,0.35,3,0.074,1
2017,7,July,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,05-Jul-17,0.27,0.02,9.13,4.45,3,0.074,1
2021,12,December,540,Cermaq Canada,Clayoquot Sound,2.3,Fortune Channel,49.23503,-125.75174,Threshold exceedance,12-Dec-21,3.88,0.29,0.75,0.35,4,0.075,1
2020,7,July,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,-126.69153,50.78659,Routine monitoring,23-Jul-20,1.07,0.08,0.58,0.38,3,0.075,1
2012,2,February,234,Mainstream Canada,Clayoquot Sound,2.3,Dixon Bay,49.40478,-126.15072,Routine monitoring,15-Feb-12,1.07,0.08,4,4.97,3,0.075,1
2016,6,June,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,22-Jun-16,0.4,0.03,0.33,0.13,3,0.075,1
2016,3,March,884,Marine Harvest Canada,Central Coast,3.5,Lochalsh Bay,52.53399,-128.3602,Routine monitoring,04-Mar-16,0.4,0.03,6.02,2.03,3,0.075,1
2020,5,May,1863,Grieg Seafood BC,Esperanza Inlet,2.4,Esperanza,-126.76145,49.87814,Routine monitoring,16-May-20,0.4,0.03,0.2,0,3,0.075,1
2015,8,August,1350,Marine Harvest Canada,Port Hardy,3.4,Shelter Bay,50.96555,-127.45345,Routine monitoring,12-Aug-15,1.73,0.13,1.48,1.68,3,0.075,1
2017,6,June,7713,Marine Harvest Canada,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,13-Jun-17,1.33,0.1,18.47,4.52,3,0.075,1
2021,5,May,7273,Grieg Seafood BC,Broughton Archipelago,3.3,Tsa-ya,-126.33212,50.61225,Routine monitoring,10-May-21,1.05,0.08,0.67,0.17,3,0.076,2
2011,11,November,1288,Marine Harvest Canada,Port Hardy,3.4,Doyle Island,50.81456,-127.48698,Routine monitoring,18-Nov-11,0.65,0.05,1.2,0,1,0.077,1
2017,6,June,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,10-Jun-17,0.65,0.05,18.28,6.8,3,0.077,1
2019,9,September,543,Cermaq Canada,Clayoquot Sound,2.3,Mussel Rock,49.25925,-125.86762,Routine monitoring,13-Sep-19,0.13,0.01,0.01,0.04,3,0.077,1
2019,7,July,1618,MOWI Canada West,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,07-Jul-19,0.13,0.01,0.08,0.03,4,0.077,1
2017,5,May,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,10-May-17,0.38,0.03,0.85,0.7,2,0.079,2
2011,4,April,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,10-Apr-11,0.38,0.03,1.2,0.9,3,0.079,1
2019,4,April,7714,MOWI Canada West,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,05-Apr-19,0.38,0.03,0.23,0.58,3,0.079,1
2019,4,April,7714,MOWI Canada West,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,13-Apr-19,0.38,0.03,4.48,0.47,3,0.079,1
2018,10,October,1382,Marine Harvest Canada,Port Hardy,3.4,Robertson,50.93155,-127.42258,Routine monitoring,03-Oct-18,0.38,0.03,6.48,2.5,3,0.079,1
2014,6,June,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,06-Jun-14,0.63,0.05,0.92,0,3,0.079,1
2014,1,January,884,Marine Harvest Canada,Central Coast,3.5,Lochalsh Bay,52.53399,-128.3602,Pre-treatment; Follow-up,06-Jan-14,10.57,0.85,4.33,0.85,3,0.08,1
2012,1,January,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,07-Jan-12,0.87,0.07,0.53,0,3,0.08,2
2019,6,June,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,11-Jun-19,0.87,0.07,0.78,2.1,3,0.08,1
2015,3,March,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Threshold exceedance,30-Mar-15,4.72,0.38,18.1,13.27,3,0.081,1
2011,5,May,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,14-May-11,0.37,0.03,0.82,0.02,3,0.081,1
2016,10,October,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,31-Oct-16,0.37,0.03,0.42,0.02,3,0.081,1
2019,9,September,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,15-Sep-19,0.37,0.03,0.45,0.97,3,0.081,1
2019,6,June,7713,MOWI Canada West,Central Coast,3.5,Cougar,52.71993,-128.57432,Routine monitoring,12-Jun-19,0.37,0.03,0.98,0,3,0.081,1
2013,2,February,234,Mainstream Canada,Clayoquot Sound,2.3,Dixon Bay,49.40478,-126.15072,Routine monitoring,15-Feb-13,0.37,0.03,4.02,7.83,3,0.081,1
2019,5,May,1198,MOWI Canada West,Port Hardy,3.4,Raynor,50.89253,-127.25359,Routine monitoring,01-May-19,0.37,0.03,1.4,0.28,3,0.081,1
2019,1,January,1300,MOWI Canada West,Discovery Passage,3.2,Althorpe,50.47531,-125.80975,Routine monitoring,14-Jan-19,1.58,0.13,0,1.28,2,0.082,1
2017,5,May,227,Cermaq Canada,Clayoquot Sound,2.3,Bawden,49.30798,-126.00721,Threshold exceedance,19-May-17,3.5,0.29,0.17,0.33,3,0.083,1
2019,12,December,380,MOWI Canada West,Discovery Passage,3.2,Sonora Point,50.42362,-125.30517,Routine monitoring,26-Dec-19,0.6,0.05,0.73,0.33,2,0.083,1
2021,5,May,1839,Grieg Seafood BC,Broughton Archipelago,3.3,Wa-kwa,-126.34741,50.60106,Routine monitoring,14-May-21,0.6,0.05,0.12,0.08,3,0.083,2
2016,8,August,1148,Cermaq Canada,Clayoquot Sound,2.3,Binns Island,49.34182,-125.95328,Routine monitoring,01-Aug-16,0.12,0.01,0.11,0,3,0.083,1
2019,7,July,314,Cermaq Canada,Clayoquot Sound,2.3,Ross Pass,49.32437,-126.04849,Routine monitoring,16-Jul-19,0.12,0.01,1.29,0.19,3,0.083,1
2021,11,November,520,Cermaq Canada,Clayoquot Sound,2.3,Bedwell,49.26548,-125.81247,Routine monitoring,28-Nov-21,0.6,0.05,0.2,0,3,0.083,1
2015,4,April,136,Cermaq Canada,Broughton Archipelago,3.3,Cliff Bay,50.83433,-126.499,Routine monitoring,29-Apr-15,0.6,0.05,0.59,1.47,5,0.083,1
2017,3,March,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,16-Mar-17,0.12,0.01,0.19,0.16,5,0.083,1
2012,1,January,1401,Mainstream Canada,Discovery Passage,3.2,Brent Island,50.28613,-125.34917,Routine monitoring,04-Jan-12,0.83,0.07,4.18,1.18,3,0.084,1
2020,8,August,1293,MOWI Canada West,Port Hardy,3.4,Duncan Island,-127.55568,50.8195,Follow-up,04-Aug-20,6.03,0.51,135.59,16.66,4,0.085,1
2016,8,August,831,Marine Harvest Canada,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Routine monitoring,05-Aug-16,0.82,0.07,0.33,0.77,3,0.085,1
2014,4,April,1351,MOWI Canada West,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Routine monitoring,26-Apr-14,0.35,0.03,0.08,0.07,3,0.086,2
2011,3,March,1376,Marine Harvest Canada,Quatsino Sound,2.4,Cleagh Creek,50.48224,-127.73243,Follow-up,15-Mar-11,0.35,0.03,0.4,0,3,0.086,1
2021,2,February,1691,MOWI Canada West,Central Coast,3.5,Kid Bay,-128.40111,52.80048,First Pre-migration,13-Feb-21,0.35,0.03,2.05,0.76,4,0.086,1
2017,2,February,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,14-Feb-17,0.93,0.08,2.92,2.25,3,0.086,1
2011,5,May,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,21-May-11,0.58,0.05,3.08,0.27,3,0.086,2
2020,1,January,1895,MOWI Canada West,Central Coast,3.5,Sheep Passage,-128.31093,52.79609,Routine monitoring,01-Jan-20,0.58,0.05,0.27,0.1,3,0.086,1
2014,7,July,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Routine monitoring,04-Jul-14,0.23,0.02,0.03,0,3,0.087,1
2015,4,April,1580,Marine Harvest Canada,Central Coast,3.5,Jackson Pass,52.53727,-128.40286,Routine monitoring,29-Apr-15,0.23,0.02,0.17,0,3,0.087,1
2019,12,December,304,Cermaq Canada,Discovery Passage,3.2,Raza Island,50.32159,-125.00882,Routine monitoring,20-Dec-19,0.23,0.02,0.37,0.35,3,0.087,1
2019,4,April,1198,MOWI Canada West,Port Hardy,3.4,Raynor,50.89253,-127.25359,Routine monitoring,25-Apr-19,0.23,0.02,0.42,0,3,0.087,1
2018,4,April,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,14-Apr-18,0.57,0.05,0.35,0.6,3,0.088,1
2018,10,October,1382,Marine Harvest Canada,Port Hardy,3.4,Robertson,50.93155,-127.42258,Routine monitoring,18-Oct-18,2.83,0.25,8.5,4.92,3,0.088,1
2012,3,March,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Routine monitoring,26-Mar-12,1.13,0.1,4.35,0.63,3,0.088,2
2017,5,May,234,Cermaq Canada,Clayoquot Sound,2.3,Dixon Bay,49.40478,-126.15072,Routine monitoring,12-May-17,1.24,0.11,0.28,0.21,4,0.089,1
2015,4,April,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,23-Apr-15,1.12,0.1,4.5,2.03,3,0.089,1
2021,8,August,1351,MOWI Canada West,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Follow-up,19-Aug-21,5.73,0.52,6.03,3.53,3,0.091,1
2019,7,July,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,12-Jul-19,0.33,0.03,0.78,0.25,2,0.091,1
2021,1,January,1507,Cermaq Canada,Clayoquot Sound,2.3,Millar Channel,-126.09003,49.37622,Routine monitoring,26-Jan-21,0.33,0.03,0.15,2.05,2,0.091,1
2017,4,April,1237,Marine Harvest Canada,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,05-Apr-17,0.33,0.03,5.35,1.83,2,0.091,1
2019,6,June,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,03-Jun-19,0.33,0.03,3.3,2.93,2,0.091,1
2012,11,November,869,Mainstream Canada,Broughton Archipelago,3.3,Maude Island,50.85271,-126.75743,Routine monitoring,19-Nov-12,0.33,0.03,0.83,0.02,3,0.091,2
2015,6,June,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Post in-feed treatment,05-Jun-15,0.33,0.03,0,0,3,0.091,1
2017,3,March,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,28-Mar-17,0.33,0.03,0.4,0.18,3,0.091,1
2017,4,April,7714,Marine Harvest Canada,Central Coast,3.5,Alexander,52.67648,-128.57494,Routine monitoring,10-Apr-17,0.33,0.03,3.8,0.28,3,0.091,1
2011,2,February,100,Marine Harvest Canada,Discovery Passage,3.2,Lees Bay,50.41063,-125.70029,Routine monitoring,16-Feb-11,0.33,0.03,0.18,0.25,3,0.091,2
2015,11,November,211,Marine Harvest Canada,Discovery Passage,3.2,Okisollo,50.30946,-125.31618,Follow-up,18-Nov-15,0.33,0.03,0.08,0.03,3,0.091,1
2015,12,December,1401,Cermaq Canada,Discovery Passage,3.2,Brent Island,50.28613,-125.34917,Routine monitoring,17-Dec-15,0.33,0.03,2.97,1.22,3,0.091,1
2021,3,March,1738,Grieg Seafood BC,Nootka Sound,2.4,Atrevida,-126.45404,49.65603,Routine monitoring,22-Mar-21,0.33,0.03,0,2.58,3,0.091,1
2021,4,April,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,-127.87618,50.48562,Routine monitoring,26-Apr-21,0.33,0.03,4.12,12.6,3,0.091,1
2019,5,May,1059,MOWI Canada West,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,02-May-19,0.55,0.05,1.35,0,2,0.091,1
2021,5,May,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,25-May-21,0.55,0.05,0.58,0.2,2,0.091,1
2013,6,June,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,12-Jun-13,0.22,0.02,0.78,0.32,3,0.091,1
2014,8,August,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,20-Aug-14,0.22,0.02,0.02,0,3,0.091,1
2015,6,June,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,13-Jun-15,1.1,0.1,1.25,0.47,3,0.091,2
2015,7,July,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,23-Jul-15,0.22,0.02,0.07,0.17,3,0.091,1
2018,8,August,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,01-Aug-18,0.22,0.02,1.53,0.17,3,0.091,1
2020,1,January,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,-126.59684,50.83096,Routine monitoring,16-Jan-20,0.11,0.01,0.04,0.35,3,0.091,1
2021,1,January,869,Cermaq Canada,Broughton Archipelago,3.3,Maude Island,-126.75743,50.85271,Routine monitoring,19-Jan-21,0.77,0.07,0.47,1.92,3,0.091,1
2014,2,February,1472,Cermaq Canada,Clayoquot Sound,2.3,West Side,49.27928,-125.83065,Routine monitoring,01-Feb-14,0.22,0.02,0.73,0.02,3,0.091,1
2017,7,July,1789,Grieg Seafood BC,Nootka Sound,2.4,Concepcion,49.65923,-126.47587,Routine monitoring,18-Jul-17,0.22,0.02,0,0.07,3,0.091,1
2011,4,April,831,Marine Harvest Canada,Port Hardy,3.4,Shelter Pass,50.88414,-127.5004,Routine monitoring,12-Apr-11,0.22,0.02,0,0,3,0.091,1
2016,8,August,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Routine monitoring,12-Aug-16,0.77,0.07,1.38,0.18,3,0.091,2
2018,5,May,1351,Marine Harvest Canada,Port Hardy,3.4,Marsh Bay,50.90567,-127.34239,Routine monitoring,23-May-18,0.22,0.02,2.47,3.85,3,0.091,2
2019,6,June,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,50.45861,-127.88988,Routine monitoring,06-Jun-19,0.55,0.05,1.93,1.43,3,0.091,1
2021,5,May,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,17-May-21,0.22,0.02,2.58,2.98,3,0.091,1
2021,6,June,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,-127.88988,50.45861,Routine monitoring,02-Jun-21,0.22,0.02,1.3,0.65,3,0.091,1
2019,5,May,221,Grieg Seafood BC,Sunshine Coast,3.1,Vantage,49.67226,-123.86019,Routine monitoring,02-May-19,0.22,0.02,0.27,0,3,0.091,1
2021,2,February,1705,Grieg Seafood BC,Nootka Sound,2.4,Williamson,-126.42849,49.65623,Second Pre-migration,17-Feb-21,0.11,0.01,0.09,0,7,0.091,1
